20140804:10:0:0.054361,1401.310059,567431,0.080174
20140804:10:0:0.056466,1294.750000,113218,-0.076043
20140804:10:0:0.056951,1161.969971,235988,-0.102553
20140804:10:0:0.057975,1307.689941,465936,0.125408
20140804:10:0:0.059544,1467.369995,708085,0.122108
20140804:10:0:0.065200,1357.500000,264189,-0.074875
20140804:10:0:0.065612,1091.030029,636862,-0.196295
20140804:10:0:0.068224,1519.180054,397780,0.392427
20140804:10:0:0.070892,1541.569946,184211,0.014738
20140804:10:0:0.071631,1141.849976,411077,-0.259294
20140804:10:0:0.071800,1504.869995,592320,0.317923
20140804:10:0:0.072020,1526.359985,205964,0.014280
20140804:10:0:0.074737,1185.770020,411013,-0.223139
20140804:10:0:0.074908,1861.609985,546062,0.569959
20140804:10:0:0.075717,890.969971,78923,-0.521398
20140804:10:0:0.075830,1012.119995,396599,0.135975
20140804:10:0:0.076501,1413.140015,679430,0.396218
20140804:10:0:0.077325,1217.109985,691432,-0.138719
20140804:10:0:0.079804,879.450012,728620,-0.277428
20140804:10:0:0.081182,1479.609985,686643,0.682426
20140804:10:0:0.085043,1546.760010,275927,0.045384
20140804:10:0:0.085446,1627.920044,549339,0.052471
20140804:10:0:0.086738,1236.900024,327796,-0.240196
20140804:10:0:0.091740,924.570007,159758,-0.252510
20140804:10:0:0.092282,1805.099976,361144,0.952367
20140804:10:0:0.092307,1101.219971,749951,-0.389940
20140804:10:0:0.093208,1075.180054,743772,-0.023646
20140804:10:0:0.095445,1518.569946,724319,0.412387
20140804:10:0:0.095662,1459.030029,719508,-0.039208
20140804:10:0:0.100074,1226.729980,428034,-0.159215
20140804:10:0:0.100370,1629.459961,223700,0.328296
20140804:10:0:0.101808,1205.689941,375544,-0.260068
20140804:10:0:0.102556,1296.810059,51157,0.075575
20140804:10:0:0.103846,1197.130005,159281,-0.076866
20140804:10:0:0.103868,1555.780029,744407,0.299592
20140804:10:0:0.104936,1699.689941,731941,0.092500
20140804:10:0:0.106547,955.229980,621272,-0.437998
20140804:10:0:0.106853,1482.189941,53729,0.551658
20140804:10:0:0.107554,1651.109985,123219,0.113967
20140804:10:0:0.108311,927.840027,486364,-0.438051
20140804:10:0:0.108471,1483.089966,656630,0.598433
20140804:10:0:0.108784,950.640015,459773,-0.359014
20140804:10:0:0.109394,1895.229980,265761,0.993636
20140804:10:0:0.109859,1539.089966,468744,-0.187914
20140804:10:0:0.111101,1241.329956,692829,-0.193465
20140804:10:0:0.112692,1695.209961,283562,0.365640
20140804:10:0:0.113073,1393.569946,67796,-0.177937
20140804:10:0:0.114220,1088.530029,272155,-0.218891
20140804:10:0:0.115975,1580.750000,326589,0.452188
20140804:10:0:0.116042,1318.969971,231605,-0.165605
20140804:10:0:0.116051,1252.420044,141467,-0.050456
20140804:10:0:0.117185,1389.560059,523666,0.109500
20140804:10:0:0.117751,1474.719971,13716,0.061286
20140804:10:0:0.118648,1024.390015,416755,-0.305366
20140804:10:0:0.118951,1332.839966,306497,0.301106
20140804:10:0:0.119418,1271.219971,435574,-0.046232
20140804:10:0:0.120097,1372.329956,458613,0.079538
20140804:10:0:0.121188,1190.140015,383021,-0.132760
20140804:10:0:0.123334,1621.540039,620042,0.362478
20140804:10:0:0.125382,1371.959961,277125,-0.153915
20140804:10:0:0.125558,1439.589966,228853,0.049294
20140804:10:0:0.125649,1131.859985,363107,-0.213762
20140804:10:0:0.125728,1112.890015,554620,-0.016760
20140804:10:0:0.126021,1209.260010,626639,0.086594
20140804:10:0:0.131912,1238.430054,450416,0.024122
20140804:10:0:0.132597,1527.339966,41600,0.233287
20140804:10:0:0.134896,1518.660034,575738,-0.005683
20140804:10:0:0.135104,1319.069946,112618,-0.131425
20140804:10:0:0.135154,1130.739990,554763,-0.142775
20140804:10:0:0.136894,1174.569946,201200,0.038762
20140804:10:0:0.136896,1324.349976,60436,0.127519
20140804:10:0:0.138261,1375.020020,156431,0.038260
20140804:10:0:0.142418,1204.030029,510642,-0.124355
20140804:10:0:0.143284,1254.680054,346912,0.042067
20140804:10:0:0.143402,1296.189941,170331,0.033084
20140804:10:0:0.146764,1438.670044,60652,0.109922
20140804:10:0:0.147913,1319.729980,348987,-0.082674
20140804:10:0:0.148732,1054.770020,178895,-0.200768
20140804:10:0:0.149279,1175.780029,491779,0.114726
20140804:10:0:0.150075,1643.130005,32406,0.397481
20140804:10:0:0.150457,1184.339966,627950,-0.279217
20140804:10:0:0.153106,1226.719971,150373,0.035784
20140804:10:0:0.153291,1521.420044,154320,0.240234
20140804:10:0:0.153474,1230.069946,193984,-0.191499
20140804:10:0:0.154683,1477.489990,575027,0.201143
20140804:10:0:0.154795,1154.459961,723940,-0.218634
20140804:10:0:0.155194,1200.530029,374462,0.039906
20140804:10:0:0.156031,1046.540039,610893,-0.128268
20140804:10:0:0.156800,1186.209961,623351,0.133459
20140804:10:0:0.164774,1185.290039,503890,-0.000776
20140804:10:0:0.165091,1642.689941,289345,0.385897
20140804:10:0:0.166426,1193.520020,516770,-0.273436
20140804:10:0:0.170062,1537.140015,295355,0.287905
20140804:10:0:0.170300,933.909973,74377,-0.392437
20140804:10:0:0.170584,1126.869995,537741,0.206615
20140804:10:0:0.171493,1237.920044,611655,0.098547
20140804:10:0:0.173202,1550.849976,417469,0.252787
20140804:10:0:0.173682,1118.390015,217500,-0.278854
20140804:10:0:0.176260,1193.099976,139778,0.066801
20140804:10:0:0.176420,986.590027,348712,-0.173087
20140804:10:0:0.176930,1230.760010,675142,0.247489
20140804:10:0:0.178578,1328.319946,385590,0.079268
20140804:10:0:0.179441,937.409973,401917,-0.294289
20140804:10:0:0.179577,978.760010,101409,0.044111
20140804:10:0:0.179584,1283.540039,436897,0.311394
20140804:10:0:0.179845,1420.430054,165800,0.106650
20140804:10:0:0.180938,1354.589966,430454,-0.046352
20140804:10:0:0.181945,1114.949951,317790,-0.176910
20140804:10:0:0.183553,1277.459961,179358,0.145755
20140804:10:0:0.184624,1110.530029,510408,-0.130673
20140804:10:0:0.185130,1434.329956,403000,0.291572
20140804:10:0:0.187427,1712.800049,180274,0.194146
20140804:10:0:0.188612,1489.390015,557256,-0.130436
20140804:10:0:0.190567,1189.839966,77036,-0.201123
20140804:10:0:0.192476,1704.400024,545415,0.432462
20140804:10:0:0.192545,1487.829956,272322,-0.127065
20140804:10:0:0.193223,1639.609985,389409,0.102014
20140804:10:0:0.195661,1694.369995,249730,0.033398
20140804:10:0:0.196595,1305.869995,578841,-0.229289
20140804:10:0:0.196723,1628.550049,244271,0.247100
20140804:10:0:0.198810,1438.760010,557313,-0.116539
20140804:10:0:0.198814,1066.609985,682681,-0.258660
20140804:10:0:0.199561,1448.989990,642255,0.358500
20140804:10:0:0.206556,1436.979980,632509,-0.008289
20140804:10:0:0.208175,1448.900024,218287,0.008295
20140804:10:0:0.210735,1593.400024,235468,0.099731
20140804:10:0:0.211628,1651.540039,713481,0.036488
20140804:10:0:0.212021,1290.949951,542189,-0.218336
20140804:10:0:0.214932,1977.780029,633405,0.532035
20140804:10:0:0.215018,1170.349976,539857,-0.408251
20140804:10:0:0.216394,1208.849976,26890,0.032896
20140804:10:0:0.216677,1239.630005,212296,0.025462
20140804:10:0:0.217524,1221.609985,564211,-0.014537
20140804:10:0:0.218001,1551.150024,708734,0.269759
20140804:10:0:0.219409,1323.439941,256572,-0.146801
20140804:10:0:0.220335,994.780029,607497,-0.248338
20140804:10:0:0.220584,1351.880005,529428,0.358974
20140804:10:0:0.221978,1074.170044,59908,-0.205425
20140804:10:0:0.222142,1194.060059,196422,0.111612
20140804:10:0:0.222440,1115.449951,7959,-0.065834
20140804:10:0:0.223639,1145.670044,421664,0.027092
20140804:10:0:0.226952,1071.150024,89999,-0.065045
20140804:10:0:0.226962,1021.250000,466671,-0.046585
20140804:10:0:0.229290,953.460022,645746,-0.066379
20140804:10:0:0.231728,998.979980,499920,0.047742
20140804:10:0:0.232866,1268.160034,683638,0.269455
20140804:10:0:0.234065,1146.310059,188667,-0.096084
20140804:10:0:0.236585,1223.339966,82664,0.067198
20140804:10:0:0.237667,1127.219971,563554,-0.078572
20140804:10:0:0.239546,1286.869995,689128,0.141632
20140804:10:0:0.239889,1321.910034,129909,0.027229
20140804:10:0:0.242080,1269.079956,287345,-0.039965
20140804:10:0:0.242169,1199.510010,268027,-0.054819
20140804:10:0:0.242598,1337.579956,222696,0.115105
20140804:10:0:0.245440,1052.719971,471433,-0.212967
20140804:10:0:0.247954,1256.910034,462831,0.193964
20140804:10:0:0.248978,1120.160034,80010,-0.108799
20140804:10:0:0.249928,1298.800049,62543,0.159477
20140804:10:0:0.250217,1121.270020,704767,-0.136688
20140804:10:0:0.250304,1261.160034,451835,0.124760
20140804:10:0:0.251951,1228.219971,82507,-0.026119
20140804:10:0:0.252090,1631.739990,349136,0.328541
20140804:10:0:0.254011,1003.250000,411964,-0.385166
20140804:10:0:0.254695,1334.709961,558744,0.330386
20140804:10:0:0.254818,1076.650024,566189,-0.193345
20140804:10:0:0.254831,1575.349976,685958,0.463196
20140804:10:0:0.259180,1394.040039,481582,-0.115092
20140804:10:0:0.259407,1137.599976,369496,-0.183955
20140804:10:0:0.260006,1525.069946,182639,0.340603
20140804:10:0:0.260214,875.229980,550005,-0.426105
20140804:10:0:0.260777,1287.300049,210944,0.470813
20140804:10:0:0.261356,1212.319946,428000,-0.058246
20140804:10:0:0.262719,1204.099976,95200,-0.006780
20140804:10:0:0.262884,979.719971,544646,-0.186347
20140804:10:0:0.263179,1581.550049,416276,0.614288
20140804:10:0:0.263787,1393.010010,108413,-0.119212
20140804:10:0:0.264874,1295.060059,558322,-0.070315
20140804:10:0:0.268928,1262.660034,722234,-0.025018
20140804:10:0:0.271548,1393.099976,456047,0.103306
20140804:10:0:0.271992,1311.000000,656411,-0.058933
20140804:10:0:0.272638,1212.160034,394631,-0.075393
20140804:10:0:0.273915,1448.719971,269200,0.195156
20140804:10:0:0.275690,1466.599976,608840,0.012342
20140804:10:0:0.275945,1313.189941,627410,-0.104603
20140804:10:0:0.276548,1294.290039,509898,-0.014392
20140804:10:0:0.276920,1081.930054,628882,-0.164074
20140804:10:0:0.279345,1436.910034,467672,0.328099
20140804:10:0:0.282531,1428.000000,343729,-0.006201
20140804:10:0:0.287594,1311.739990,527014,-0.081415
20140804:10:0:0.287861,1668.880005,76883,0.272264
20140804:10:0:0.289326,1145.000000,367723,-0.313911
20140804:10:0:0.289329,1490.329956,141072,0.301598
20140804:10:0:0.289932,1135.260010,689716,-0.238249
20140804:10:0:0.291377,1054.890015,555354,-0.070794
20140804:10:0:0.293162,1397.520020,418058,0.324802
20140804:10:0:0.294252,1467.099976,482077,0.049788
20140804:10:0:0.294734,1407.189941,576096,-0.040836
20140804:10:0:0.295013,1303.030029,722215,-0.074020
20140804:10:0:0.295510,1281.920044,486466,-0.016201
20140804:10:0:0.297961,1925.449951,54912,0.502005
20140804:10:0:0.299866,1201.579956,255863,-0.375948
20140804:10:0:0.301422,1251.130005,483765,0.041237
20140804:10:0:0.301499,1100.000000,567667,-0.120795
20140804:10:0:0.301736,1022.710022,438361,-0.070264
20140804:10:0:0.301921,1742.030029,644998,0.703347
20140804:10:0:0.303059,1440.810059,722826,-0.172913
20140804:10:0:0.306368,1458.859985,159675,0.012528
20140804:10:0:0.306505,1568.170044,69789,0.074928
20140804:10:0:0.307645,1476.189941,509219,-0.058654
20140804:10:0:0.307903,1220.819946,561527,-0.172993
20140804:10:0:0.309210,1203.469971,706264,-0.014212
20140804:10:0:0.309296,1206.319946,531506,0.002368
20140804:10:0:0.312014,1206.189941,211624,-0.000108
20140804:10:0:0.316561,1331.630005,690356,0.103997
20140804:10:0:0.316587,1302.569946,372040,-0.021823
20140804:10:0:0.317825,1489.089966,721908,0.143194
20140804:10:0:0.319748,1647.180054,626646,0.106166
20140804:10:0:0.320255,1081.959961,263753,-0.343144
20140804:10:0:0.321465,1074.780029,191771,-0.006636
20140804:10:0:0.321940,1913.680054,509967,0.780532
20140804:10:0:0.325580,1343.750000,418608,-0.297819
20140804:10:0:0.326377,1773.270020,219051,0.319643
20140804:10:0:0.330356,1242.069946,213519,-0.299560
20140804:10:0:0.330531,1275.569946,421693,0.026971
20140804:10:0:0.330704,1413.050049,173644,0.107779
20140804:10:0:0.331436,1137.579956,290184,-0.194947
20140804:10:0:0.331771,1188.979980,163092,0.045184
20140804:10:0:0.332425,948.809998,266318,-0.201997
20140804:10:0:0.333000,1230.680054,696740,0.297077
20140804:10:0:0.336852,1236.489990,76966,0.004721
20140804:10:0:0.337674,1967.589966,243430,0.591270
20140804:10:0:0.338562,1324.430054,542803,-0.326877
20140804:10:0:0.340195,1044.650024,731602,-0.211246
20140804:10:0:0.340441,1776.030029,6343,0.700120
20140804:10:0:0.340527,1551.709961,160588,-0.126304
20140804:10:0:0.341574,1279.010010,540059,-0.175742
20140804:10:0:0.343148,1040.569946,688077,-0.186425
20140804:10:0:0.344950,1198.849976,91435,0.152109
20140804:10:0:0.346270,1517.709961,146564,0.265972
20140804:10:0:0.346711,1234.250000,164369,-0.186768
20140804:10:0:0.347149,1265.290039,270838,0.025149
20140804:10:0:0.351070,913.200012,281117,-0.278268
20140804:10:0:0.356066,1591.369995,3032,0.742630
20140804:10:0:0.356103,1739.319946,93486,0.092970
20140804:10:0:0.356392,1608.680054,213694,-0.075110
20140804:10:0:0.356587,1488.359985,555431,-0.074794
20140804:10:0:0.356768,1145.130005,267036,-0.230610
20140804:10:0:0.356898,1601.319946,106514,0.398374
20140804:10:0:0.358535,1352.520020,310197,-0.155372
20140804:10:0:0.360783,1439.060059,623854,0.063984
20140804:10:0:0.360835,1035.729980,477718,-0.280273
20140804:10:0:0.364011,1226.189941,489555,0.183890
20140804:10:0:0.364531,1586.569946,60762,0.293902
20140804:10:0:0.367844,1039.859985,322770,-0.344586
20140804:10:0:0.369218,1229.670044,519653,0.182534
20140804:10:0:0.369434,1158.439941,1485,-0.057926
20140804:10:0:0.369841,1270.410034,277335,0.096656
20140804:10:0:0.373550,1149.729980,427891,-0.094993
20140804:10:0:0.373601,1317.290039,241805,0.145739
20140804:10:0:0.374809,1306.689941,518846,-0.008047
20140804:10:0:0.375540,1390.709961,270519,0.064300
20140804:10:0:0.376148,1443.410034,686776,0.037894
20140804:10:0:0.378229,1024.530029,368850,-0.290202
20140804:10:0:0.378261,1416.540039,725950,0.382624
20140804:10:0:0.384000,1546.189941,270966,0.091526
20140804:10:0:0.384754,1598.949951,590572,0.034123
20140804:10:0:0.385026,1234.050049,22772,-0.228212
20140804:10:0:0.386639,1585.310059,63314,0.284640
20140804:10:0:0.391029,1257.800049,603885,-0.206591
20140804:10:0:0.392825,1144.250000,676637,-0.090277
20140804:10:0:0.393016,1300.920044,13855,0.136919
20140804:10:0:0.393254,1744.800049,259262,0.341205
20140804:10:0:0.396679,1131.270020,134380,-0.351633
20140804:10:0:0.396691,1280.040039,484469,0.131507
20140804:10:0:0.398688,1669.780029,713783,0.304475
20140804:10:0:0.398966,1409.510010,529233,-0.155871
20140804:10:0:0.399782,1167.689941,380659,-0.171563
20140804:10:0:0.400831,1408.949951,368025,0.206613
20140804:10:0:0.402819,1354.660034,632983,-0.038532
20140804:10:0:0.403828,1217.229980,208286,-0.101450
20140804:10:0:0.405304,1016.169983,680707,-0.165178
20140804:10:0:0.406098,1449.589966,332628,0.426523
20140804:10:0:0.408509,1333.920044,498511,-0.079795
20140804:10:0:0.408914,1351.599976,300324,0.013254
20140804:10:0:0.409598,1283.680054,328762,-0.050251
20140804:10:0:0.409694,1589.390015,479264,0.238151
20140804:10:0:0.410045,1091.199951,115963,-0.313447
20140804:10:0:0.410071,962.049988,302586,-0.118356
20140804:10:0:0.411806,1417.989990,647427,0.473925
20140804:10:0:0.411931,1113.089966,208654,-0.215023
20140804:10:0:0.413534,1565.410034,183017,0.406364
20140804:10:0:0.414324,1426.780029,7912,-0.088558
20140804:10:0:0.416381,1061.880005,193561,-0.255751
20140804:10:0:0.417250,1101.709961,479017,0.037509
20140804:10:0:0.420765,1373.670044,688259,0.246853
20140804:10:0:0.421109,973.000000,228040,-0.291679
20140804:10:0:0.423568,1311.780029,419811,0.348181
20140804:10:0:0.424298,1643.780029,14662,0.253091
20140804:10:0:0.425742,1137.699951,687939,-0.307876
20140804:10:0:0.426489,1073.589966,185010,-0.056351
20140804:10:0:0.427492,1383.459961,693146,0.288630
20140804:10:0:0.429041,1020.469971,176347,-0.262378
20140804:10:0:0.430760,1844.459961,280670,0.807461
20140804:10:0:0.431109,1157.770020,353753,-0.372299
20140804:10:0:0.431311,1453.719971,43962,0.255621
20140804:10:0:0.432475,1472.930054,424489,0.013214
20140804:10:0:0.434734,1179.560059,425008,-0.199174
20140804:10:0:0.435101,1278.390015,117368,0.083785
20140804:10:0:0.436669,1704.520020,271404,0.333333
20140804:10:0:0.437514,1232.609985,226811,-0.276858
20140804:10:0:0.437760,1410.719971,345072,0.144498
20140804:10:0:0.439145,1706.560059,514396,0.209709
20140804:10:0:0.441951,1124.030029,428573,-0.341348
20140804:10:0:0.443314,1026.089966,204490,-0.087133
20140804:10:0:0.444734,908.179993,69586,-0.114912
20140804:10:0:0.445999,1123.239990,196373,0.236803
20140804:10:0:0.446158,1145.760010,465971,0.020049
20140804:10:0:0.450550,1204.689941,564458,0.051433
20140804:10:0:0.459060,922.570007,535936,-0.234185
20140804:10:0:0.460059,1472.130005,737842,0.595684
20140804:10:0:0.463826,1246.930054,135731,-0.152976
20140804:10:0:0.464022,1466.290039,123341,0.175920
20140804:10:0:0.468763,1639.989990,675969,0.118462
20140804:10:0:0.468794,1072.680054,75098,-0.345923
20140804:10:0:0.470795,1165.260010,472670,0.086307
20140804:10:0:0.470923,827.609985,732375,-0.289764
20140804:10:0:0.471146,1321.390015,227814,0.596634
20140804:10:0:0.478900,1339.020020,64110,0.013342
20140804:10:0:0.482391,1615.599976,166862,0.206554
20140804:10:0:0.482407,1350.770020,262418,-0.163921
20140804:10:0:0.483691,1369.140015,432086,0.013600
20140804:10:0:0.485552,1452.500000,601506,0.060885
20140804:10:0:0.485879,1165.430054,123303,-0.197639
20140804:10:0:0.487405,1236.770020,543636,0.061213
20140804:10:0:0.497133,1185.829956,447719,-0.041188
20140804:10:0:0.497519,977.650024,324708,-0.175556
20140804:10:0:0.499014,1406.719971,360334,0.438879
20140804:10:0:0.501687,1033.390015,211025,-0.265390
20140804:10:0:0.504091,1417.400024,300978,0.371602
20140804:10:0:0.505941,1109.329956,345274,-0.217349
20140804:10:0:0.505998,1698.699951,512442,0.531285
20140804:10:0:0.507900,1545.030029,289938,-0.090463
20140804:10:0:0.510090,1195.560059,510475,-0.226190
20140804:10:0:0.510224,996.679993,457545,-0.166349
20140804:10:0:0.516223,1602.680054,732572,0.608019
20140804:10:0:0.517996,1086.979980,499017,-0.321774
20140804:10:0:0.518110,963.609985,287571,-0.113498
20140804:10:0:0.519685,1143.599976,63274,0.186787
20140804:10:0:0.520812,1028.250000,545069,-0.100866
20140804:10:0:0.521536,1221.010010,687258,0.187464
20140804:10:0:0.522368,1213.650024,386520,-0.006028
20140804:10:0:0.522432,1368.780029,658769,0.127821
20140804:10:0:0.523912,1737.540039,722727,0.269408
20140804:10:0:0.526491,1369.390015,52403,-0.211880
20140804:10:0:0.529809,1233.760010,372046,-0.099044
20140804:10:0:0.531195,1736.339966,143319,0.407356
20140804:10:0:0.534653,1126.939941,163677,-0.350968
20140804:10:0:0.535030,1321.489990,314072,0.172636
20140804:10:0:0.536637,1001.260010,438910,-0.242325
20140804:10:0:0.541498,1335.699951,553928,0.334019
20140804:10:0:0.542147,1325.010010,643595,-0.008003
20140804:10:0:0.546218,1372.349976,575793,0.035728
20140804:10:0:0.546981,1650.969971,529838,0.203024
20140804:10:0:0.547309,1225.699951,176923,-0.257588
20140804:10:0:0.547809,1046.619995,284255,-0.146104
20140804:10:0:0.548496,1206.479980,70934,0.152739
20140804:10:0:0.549453,1628.050049,630249,0.349422
20140804:10:0:0.554714,1333.050049,622516,-0.181198
20140804:10:0:0.556385,1341.589966,482216,0.006406
20140804:10:0:0.557886,1154.219971,57994,-0.139663
20140804:10:0:0.560000,1374.699951,384057,0.191021
20140804:10:0:0.561498,1652.199951,260246,0.201862
20140804:10:0:0.561590,1274.219971,404770,-0.228774
20140804:10:0:0.562355,1307.800049,417237,0.026353
20140804:10:0:0.562734,1241.989990,453960,-0.050321
20140804:10:0:0.565610,1314.859985,306700,0.058672
20140804:10:0:0.565816,1471.770020,400653,0.119336
20140804:10:0:0.566796,1389.729980,466013,-0.055742
20140804:10:0:0.567025,1007.750000,110244,-0.274859
20140804:10:0:0.567143,1284.420044,298969,0.274542
20140804:10:0:0.570279,1325.609985,668467,0.032069
20140804:10:0:0.571127,1488.170044,450209,0.122630
20140804:10:0:0.572159,1107.500000,273003,-0.255797
20140804:10:0:0.573189,1196.400024,299522,0.080271
20140804:10:0:0.573569,1257.650024,247384,0.051195
20140804:10:0:0.574234,1378.979980,61246,0.096474
20140804:10:0:0.574914,1173.560059,471577,-0.148965
20140804:10:0:0.575026,1614.380005,614832,0.375626
20140804:10:0:0.576370,1267.859985,447644,-0.214646
20140804:10:0:0.577290,1558.829956,548555,0.229497
20140804:10:0:0.579048,1341.150024,594938,-0.139643
20140804:10:0:0.579160,1259.060059,429639,-0.061209
20140804:10:0:0.579858,1415.270020,322572,0.124069
20140804:10:0:0.580274,1195.989990,367447,-0.154939
20140804:10:0:0.581112,1324.329956,464755,0.107309
20140804:10:0:0.581956,1151.420044,370751,-0.130564
20140804:10:0:0.582237,1397.560059,453423,0.213771
20140804:10:0:0.582802,1123.989990,500406,-0.195748
20140804:10:0:0.584202,936.250000,726374,-0.167030
20140804:10:0:0.587115,881.080017,130360,-0.058927
20140804:10:0:0.587215,1333.719971,308320,0.513733
20140804:10:0:0.587617,1032.520020,572716,-0.225834
20140804:10:0:0.589064,1216.589966,372398,0.178273
20140804:10:0:0.589451,1103.109985,91114,-0.093277
20140804:10:0:0.590704,1152.160034,623216,0.044465
20140804:10:0:0.590781,1257.199951,653475,0.091168
20140804:10:0:0.591824,1321.150024,362116,0.050867
20140804:10:0:0.593091,1310.939941,120519,-0.007728
20140804:10:0:0.593443,1377.420044,186463,0.050712
20140804:10:0:0.594311,1178.550049,372906,-0.144379
20140804:10:0:0.594429,1699.839966,37473,0.442315
20140804:10:0:0.595463,1117.630005,385378,-0.342509
20140804:10:0:0.599688,1734.180054,59206,0.551658
20140804:10:0:0.602340,1234.300049,74056,-0.288251
20140804:10:0:0.603519,1587.619995,558022,0.286251
20140804:10:0:0.603914,1240.530029,417996,-0.218623
20140804:10:0:0.605515,1183.589966,544028,-0.045900
20140804:10:0:0.608736,1233.660034,660531,0.042304
20140804:10:0:0.608783,1297.599976,364541,0.051829
20140804:10:0:0.612042,1748.290039,452405,0.347326
20140804:10:0:0.613538,1284.000000,212010,-0.265568
20140804:10:0:0.613730,1684.540039,51677,0.311947
20140804:10:0:0.613750,1156.359985,58928,-0.313546
20140804:10:0:0.614894,1203.780029,656927,0.041008
20140804:10:0:0.615478,1353.859985,117893,0.124674
20140804:10:0:0.617429,924.429993,209204,-0.317189
20140804:10:0:0.618387,1090.119995,477438,0.179235
20140804:10:0:0.618510,1058.910034,302014,-0.028630
20140804:10:0:0.618620,1261.469971,47959,0.191291
20140804:10:0:0.621353,1145.569946,499977,-0.091877
20140804:10:0:0.622315,1392.619995,6917,0.215657
20140804:10:0:0.623027,1467.530029,528511,0.053791
20140804:10:0:0.625345,2001.920044,72006,0.364142
20140804:10:0:0.625649,1472.920044,633540,-0.264246
20140804:10:0:0.628376,1534.750000,293583,0.041978
20140804:10:0:0.628432,1193.569946,139810,-0.222303
20140804:10:0:0.629559,1075.390015,325702,-0.099014
20140804:10:0:0.631617,1354.670044,360473,0.259701
20140804:10:0:0.632300,1472.949951,332295,0.087313
20140804:10:0:0.633010,1531.290039,106772,0.039608
20140804:10:0:0.634834,1056.280029,636723,-0.310203
20140804:10:0:0.636329,1626.270020,371578,0.539620
20140804:10:0:0.637244,1670.000000,229592,0.026890
20140804:10:0:0.642205,1445.829956,664307,-0.134234
20140804:10:0:0.643448,1235.930054,312924,-0.145176
20140804:10:0:0.644484,1585.229980,507746,0.282621
20140804:10:0:0.644863,1434.300049,524796,-0.095210
20140804:10:0:0.645400,1382.930054,271543,-0.035815
20140804:10:0:0.645640,1882.619995,315136,0.361327
20140804:10:0:0.647198,1556.079956,361714,-0.173450
20140804:10:0:0.647207,1268.119995,126307,-0.185055
20140804:10:0:0.647942,1625.150024,736731,0.281543
20140804:10:0:0.655675,1663.000000,421442,0.023290
20140804:10:0:0.659320,1917.729980,736618,0.153175
20140804:10:0:0.660484,1059.500000,437264,-0.447524
20140804:10:0:0.662739,1124.199951,711473,0.061066
20140804:10:0:0.667513,1199.459961,457248,0.066945
20140804:10:0:0.668813,1614.290039,481260,0.345847
20140804:10:0:0.675219,1265.400024,366956,-0.216126
20140804:10:0:0.675464,1421.920044,201792,0.123692
20140804:10:0:0.676291,863.390015,698723,-0.392800
20140804:10:0:0.676434,1784.130005,679245,1.066424
20140804:10:0:0.679031,1164.939941,324015,-0.347054
20140804:10:0:0.679785,1506.770020,466252,0.293431
20140804:10:0:0.682076,1410.849976,479021,-0.063659
20140804:10:0:0.683329,1016.510010,682228,-0.279505
20140804:10:0:0.687406,1039.010010,392157,0.022135
20140804:10:0:0.688944,1620.790039,67210,0.559937
20140804:10:0:0.690092,1539.140015,462230,-0.050377
20140804:10:0:0.690510,1114.680054,239961,-0.275777
20140804:10:0:0.691446,1217.380005,462418,0.092134
20140804:10:0:0.692717,1291.229980,681423,0.060663
